Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Bard Melvin,DL,14,3,,14,84.11,34.21,14,16,14,16,14,15,14,18,5.5,5.5,5.22,535.89,9,9,30,0.9,0.9,0.75,0,0,0,1,1,0.93,780,780,2401,86.67,86.67,80.03,,,null,1000,4.5,7,6,6,5,5.5,5.5,6,4,5.5,5,5.5,4.5,5,6,4.5,5,4.5,4,5.5,5,0,0,6,0,5,5,5,6,6,3.5,5,0,0,5.5,0,0,0,5,,null,null,2,2,4,1,4,0.8406,652,13,13,56.38,11,null,null,36,21,17,12,10,3,105,6,6,5,null,5,null,6,null,7,194.17,-140.94,-11.27,4.50,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Perraud Romain,DL,12,1,,12,37.76,8.41,12,13,12,15,12,12,12,12,5.13,5.25,4.64,506.75,4,2,22,0.25,0.35,0.76,0,0,1,0,0,0.64,31,7,1180,7.75,3.5,53.64,,1180,5,1000,5.5,5,0,0,5,5,0,0,0,0,0,0,0,0,5,4.5,0,4.5,5,4.5,5,0,4,6.5,4.5,4,4,5,4,4,2.5,4.5,5,5,0,0,0,0,null,,null,null,null,null,0,0,null,0.6167,30,2,3,83.33,null,null,null,1,null,null,null,2,1,4,null,null,null,null,4,null,5,null,null,20.13,-15,-1.05,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Lotomba Jordan,DL,10,1,,12,12.9,1.87,10,12,20,25,10,10,11,12,4.88,4.86,5.25,482.13,8,7,30,0.23,0.24,0.69,0,0,0,0.5,0.57,0.77,401,356,2128,50.13,50.86,70.93,,,null,1000,4.5,5,5,5,4.5,5,5,0,5,5,5,5,3.5,5.5,6,5,0,0,0,0,4.5,6,6,6,6.5,6,5.5,6.5,5,4.5,4.5,6,5.5,6,5,0,0,0,1,,null,null,null,null,1,0,null,0.7994,277,4,7,56.67,3,null,null,12,4,1,null,4,3,49,1,1,2,null,5,null,6,1,7,57.44,-71.81,-8.75,5.00,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,† Cuisse (2sem.)
Mendy Antoine,DL,1,-3,,4,0.37,0.19,4,4,4,4,8,8,4,4,0,0,05.05,0,0,0,10,0,0,0.6,0,0,0,0,0,0.7,0,0,513,0,0,51.3,,,null,1000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.5,5,4,5,0,0,0,0,0,5,6,6,0,5,0,0,0,0,5,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.50,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Nahounou Yannis,DC,1,0,,1,0.37,0.37,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Amraoui Ayoub,DL,1,-2,,4,0.75,0.56,3,4,3,3,3,3,3,3,0,0,05.07,0,0,0,7,0,0,0.35,0,0,0,0,0,0.43,0,0,291,0,0,41.57,,,null,1000,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4.5,0,0,5.5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Boudaoui Hicham,MO,14,2,,17,41.87,3.93,14,18,14,16,14,18,14,24,5.44,5.67,5.81,509.25,8,3,32,0.86,1.15,0.88,1,1,2,0.38,0.67,0.78,336,202,2126,42,67.33,66.44,336,1063,7,14,5,7,5,0,4.5,6.5,5.5,5,5,6.5,6,7,4.5,6,7.5,5.5,5,4.5,0,4.5,5.5,6,7.5,5.5,6,5,5.5,6.5,7,6.5,0,6,6,6,6.5,0,0,0,3,,null,null,null,null,5,4,1,0.9024,201,3,6,47.73,5,null,null,6,10,4,4,2,2,33,2,2,1,null,4,null,5,null,9,82.81,-32.19,0.45,5.50,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,Sursis (4sem.)
Boga Jérémie,MO,12,3,,12,40.19,14.58,12,14,12,14,12,13,12,13,5.14,5.25,5.2,505.43,7,6,27,0.85,0.88,0.85,1,1,3,0.57,0.5,0.33,383,326,1108,54.71,54.33,41.04,383,369,6.5,12,6,5,5,6.5,5,4,0,0,4.5,0,0,0,0,4.5,5,5,0,4.5,5,7,5,4,5,5,5,5,5.5,6,6.5,7,6,0,4.5,4,5,0,0,0,2.5,,null,null,1,1,7,5,7,0.8928,195,null,2,43.75,3,null,null,7,12,6,4,1,1,44,7,7,10,null,5,null,6,2,6,82.44,-34.56,0.83,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Sanson Morgan,MD,14,2,,18,93.27,55.7,16,20,16,20,16,20,18,22,5.83,5.83,5.62,512.78,9,9,29,0.5,0.5,0.75,0,0,1,0.89,0.89,0.9,667,667,2108,74.11,74.11,72.69,,2108,6,1000,5.5,5.5,5.5,6,6,7,5.5,6,5.5,5,5.5,6,5.5,5.5,6,6,6,5.5,5.5,6.5,5.5,0,4.5,6,6,7.5,3.5,5,0,0,0,0,5,0,0,0,0,0,3,,null,null,null,4,15,7,6,0.8397,403,10,9,47.89,12,null,null,16,31,17,15,3,3,96,15,15,11,null,5,null,6,1,19,171.22,-84.28,-2.06,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Thuram Khéphren,MD,15,-2,,24,91.59,60.93,22,28,25,30,25,30,17,25,5.64,0,5.75,515.14,7,0,30,0.8,0,0.9,0,0,2,1,0,0.9,542,0,2281,77.43,0,76.03,,1141,8,1000,0,4.5,5,5.5,5.5,0,6,7,6,0,0,0,5,6,6,5.5,4,6,6,5.5,4.5,6,8,6,6,6.5,6,6,6,8,4.5,6,5.5,5,5,0,0,0,2,,null,null,null,2,9,6,4,0.8695,363,5,9,46.38,11,null,null,8,17,3,3,3,3,62,11,11,9,null,3,null,3,1,11,141.29,-68.79,-2.96,5.50,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,† Adducteurs
Ndayishimiye Youssouf,MD,13,2,,15,44.49,5.23,13,17,15,18,13,13,14,19,5.5,5.5,5.42,484.89,9,9,19,0.56,0.56,0.71,0,0,1,1,1,0.79,810,810,1376,90,90,72.42,,1376,6,1000,6,6,5,6,5.5,6,5,4.5,5.5,0,0,0,0,0,0,4,0,4.5,5,0,6,0,7,5,5.5,5.5,6,5,0,0,0,0,0,0,0,0,0,0,5,,null,null,null,null,7,3,2,0.853,668,7,4,52.31,4,null,null,20,27,null,null,27,4,86,2,2,8,null,5,1,6,1,6,171.11,-104.11,-12.89,4.00,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,Sursis (2sem.)
Rosario Pablo,MD,8,-1,,9,1.5,0.37,9,9,9,9,9,9,9,9,5.14,5.5,5.14,505.86,7,1,29,0.24,0,0.5,0,0,0,0.14,0,0.41,225,47,1403,32.14,47,48.38,,,null,1000,5.5,0,5,5,5.5,5,0,5,5,5.5,4.5,6,4.5,5,6,0,4.5,5,5,6,4.5,5,6,5,5,5,5.5,5,0,5,4,5.5,0,0,5.5,0,0,0,null,,null,null,null,1,1,0,null,0.7512,208,3,6,73.08,1,null,null,7,7,2,1,3,2,35,3,3,2,null,4,null,5,null,5,59.43,-34.5,-4.09,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Claude-Maurice Alexis,MO,5,2,,5,2.8,0.56,5,5,5,5,16,16,5,5,4.5,4.5,5.47,461,2,2,16,0,0,1.1,0,0,5,0,0,0.25,19,19,455,9.5,9.5,28.44,,91,6,1000,4.5,4.5,0,0,0,0,0,0,0,8,5,5.5,0,0,0,0,0,4.5,5,5,6,0,0,0,0,0,0,5,4.5,6.5,7,0,5,4.5,7,0,0,0,null,,null,null,null,null,0,0,null,0.7857,15,null,1,42.86,2,null,null,null,null,null,null,1,null,5,null,null,2,null,2,null,2,null,null,10.35,-8.9,-0.85,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Beka Beka Alexis,MO,1,0,,1,3.74,1.87,1,1,1,1,1,1,1,1,0,0,05.08,0,0,0,6,0,0,0.49,0,0,0,0,0,0.67,0,0,269,0,0,44.83,,,null,1000,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,4.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,🏠Personnel (4sem.)
Belahyane Reda,MD,1,0,,,0.19,,1,1,8,8,3,3,1,1,0,0,5.25,0,0,0,4,0,0,0.29,0,0,0,0,0,0.25,0,0,179,0,0,44.75,,,null,1000,0,0,0,0,0,0,0,0,0,5,0,0,5.5,0,0,0,5.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Traoré Daouda,MD,1,0,,,0.37,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Moffi Terem,A,27,2,,47,98.69,79.63,45,58,45,55,49,61,44,59,5.11,5.11,5.42,514.11,9,9,32,1.5,1.5,1.3,3,3,13,0.89,0.89,0.91,646,646,2544,71.78,71.78,79.5,215,196,6,9,4.5,3.5,3.5,5,8,7,5,4.5,5,7,6,5,4,7,6,5,4.5,4.5,6,0,7,4.5,8.5,3.5,5,5.5,0,0,6,6,5,4,6,7,4.5,0,0,0,6,,null,1,2,2,18,12,5,0.7643,230,null,null,26.15,11,null,null,3,7,null,null,3,1,87,7,7,14,null,5,null,6,4,31,109.09,-48.97,7.4,5.00,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,Sursis (5sem.)
Laborde Gaëtan,A,27,-2,,41,97.01,58.5,36,49,40,48,38,51,29,45,5.22,5.22,5.69,494.56,9,9,35,0.83,0.83,1.14,2,2,14,1,1,0.89,717,717,2719,79.67,79.67,77.69,359,194,5,13.5,5,4.5,4,5,6.5,5,5.5,5,6.5,7,8.5,5,4,7,5.5,7,5,4,6,6,5.5,5,6,5.5,5,7.5,6.5,6.5,4,7,4,5.5,5,7,7,0,0,0,5,,null,null,1,1,20,15,2,0.6352,318,2,3,37.33,9,null,null,11,11,21,16,null,3,108,10,10,8,null,5,null,6,2,8,108.32,-54.39,4.76,7.00,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Guessand Evann,A,8,0,,9,22.06,02.06,9,10,8,11,9,11,9,9,4.78,4.78,4.98,491.44,9,9,28,0.87,0.87,0.87,2,2,4,0.11,0.11,0.32,199,199,908,22.11,22.11,32.43,100,227,6,4,6,4.5,4,4,4.5,4.5,4.5,6.5,4.5,0,0,0,5,0,4,6,0,5.5,0,5.5,0,4.5,5,4.5,5,7.5,4.5,4.5,4,6,6,4.5,5.5,4.5,4.5,0,0,0,null,,null,null,null,1,11,7,6,0.8333,108,null,null,38.3,7,null,null,4,3,1,1,1,3,40,4,4,10,null,5,null,6,2,19,56.94,-26.83,5.73,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Bouanani Badredine,A,9,0,,14,11.03,0.93,11,14,11,18,14,14,10,10,5.13,0,5.13,495,4,0,23,0.25,0,0.64,0,0,0,0,0,0.39,55,0,916,13.75,0,39.83,,,null,1000,0,5,5,0,0,0,5.5,5,0,5,4.5,5,5,6,6.5,6,5,4.5,4,4,5,5,5,4.5,6,0,0,6,5,5.5,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.8289,53,2,1,53.85,2,null,null,2,null,3,2,null,null,11,2,2,null,null,1,null,1,null,2,40.25,-16.25,-0.73,6.00,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Diop Sofiane,A,8,-2,,14,77.57,14.39,11,15,10,11,11,14,13,20,05.08,0,5.28,466.33,6,0,23,0.49,0,0.8,0,0,1,0.83,0,0.65,398,0,1280,66.33,0,55.65,,1280,7,1000,0,0,0,5,5,5,6,4.5,5,7,5,6,4.5,0,0,0,0,0,0,0,0,5,4.5,5,5.5,7,5.5,5,4.5,6.5,5,4,6,5,0,0,0,0,2.5,,null,null,null,1,11,6,4,0.8367,213,2,5,37.04,7,null,null,5,10,9,5,null,3,54,8,8,7,null,3,null,4,2,12,88.97,-55.62,-1.85,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,† Adducteurs
Balde Aliou,A,8,-1,,10,11.4,2.24,9,10,9,9,9,12,9,10,4.5,0,4.5,466,1,0,1,0,0,0,0,0,0,0,0,0,12,0,12,12,0,12,,,null,1000,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,1,1,3,null,null,,1,null,null,null,null,null,null,null,null,1,null,null,null,null,1,null,1,null,1,21,-6.2,0.1,0,OGC Nice,Clermont,ven. 27/10 21:00,52.35602094240838,0.60842,0.61584,0.60533,
Anthony Lopes,G,14,1,,17,57.2,27.85,14,18,15,18,14,17,16,20,05.08,05.08,5.5,540,6,6,29,1.56,1.56,1.15,0,0,0,1,1,1,540,540,2610,90,90,90,,,null,1000,5,4,4,8,5.5,4,0,0,0,4,6,7,6,4,5.5,6,6,5.5,7,0,0,0,5,4.5,6,5,5.5,7,4,7,5,5.5,5.5,4.5,7.5,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,16,4,null,null,null,null,null,11,null,null,null,null,11,-4,null,-7,null,null,121,-93.33,-19.47,5.25,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Riou Rémy,G,7,0,,8,17.57,8.97,7,7,7,7,7,7,7,7,4.33,0,4.92,477.67,3,0,6,02.02,0,1.46,0,0,0,1,0,1,270,0,540,90,0,90,,,null,1000,0,0,0,0,0,0,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,6,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,4,4,null,null,null,null,null,6,null,null,null,null,null,-2,1,-4,null,null,80,-143.33,-49.2,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Bengui João Justin,G,1,0,,1,7.1,5.98,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Tagliafico Nicolás,DL,9,0,,11,66.92,35.7,10,13,11,12,10,12,11,14,4.38,0,4.9,518.25,8,0,30,01.09,0,0.9,1,0,1,1,0,1,708,0,2642,88.5,0,88.07,708,2642,6,9,0,3.5,4,4.5,6,4,4,3,6,3.5,6,5.5,4.5,4.5,0,4,0,5.5,6,5,4.5,5,5,5,5.5,5,5.5,5.5,5,5.5,0,0,4,5,7,0,0,0,1,,null,null,null,1,2,2,3,0.8542,411,6,7,52.11,14,null,null,12,12,9,9,16,15,51,8,8,3,null,-5,null,-10,null,6,132.06,-212.75,-24.17,4.50,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,Sursis
Henrique,DL,3,2,,3,3.74,2.43,3,3,3,3,3,3,3,3,4.75,4.5,4.92,482,2,1,6,0.35,0,0.2,0,0,0,0.5,1,0.5,95,83,321,47.5,83,53.5,,,null,1000,4.5,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,2,1,0.835,84,2,1,55.56,3,null,null,1,2,4,4,null,2,13,null,null,null,null,-2,null,-3,null,1,72,-123,-14.95,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Clinton Mata,DL,9,1,,9,22.62,10.47,9,10,9,9,9,11,9,10,4.64,4.58,4.64,507,7,6,7,0.38,0.38,0.38,0,0,0,1,1,1,561,540,561,80.14,90,80.14,,,null,1000,5,4.5,4.5,5,4.5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,1,5,3,4,0.8221,487,13,8,51.85,6,null,null,36,15,18,15,5,11,76,3,3,3,null,-5,null,-8,null,4,149.29,-202.21,-22.04,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Kumbedi Saël,DL,9,1,,11,6.36,2.62,10,11,9,9,10,11,12,15,4.44,4.6,4.78,487,8,5,27,0.78,0.82,0.78,0,0,0,0.63,0.6,0.7,533,284,1834,66.63,56.8,67.93,,,null,1000,5,5,3.5,4,5.5,0,5,3.5,4,4,5.5,6,5,5,3.5,0,4.5,5,6,5,6,0,0,4,5,4.5,0,6,5,5,4,4.5,0,0,0,0,0,0,1,,null,null,1,null,5,3,4,0.8024,403,7,12,42.31,15,null,null,15,14,15,12,5,10,71,3,3,5,null,-5,null,-8,null,4,125.56,-207.06,-22.37,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,Sursis
Diomandé Sinaly,DC,9,1,,9,13.64,4.67,9,9,10,12,9,9,9,9,4.43,0,4.93,502.86,7,0,28,1.34,0,0.99,0,0,0,1,0,0.93,630,0,2335,90,0,83.39,,,null,1000,0,0,5,4.5,6,3.5,5.5,2,4.5,0,0,7,4.5,4.5,4.5,4,5,5,6.5,0,4.5,5,5,4,6,5.5,6,5.5,4,0,5.5,4.5,5.5,5,0,0,0,0,1,,null,null,null,null,4,2,null,0.8845,436,11,2,43.48,7,null,null,33,14,1,null,18,12,42,2,2,2,null,-5,null,-10,null,4,125.36,-190.14,-22.64,4.50,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
O'Brien Jake,DC,7,0,,8,1.31,0.37,8,8,8,8,8,9,8,8,4.33,4.33,4.33,498,3,3,3,0.29,0.29,0.29,0,0,0,1,1,1,270,270,270,90,90,90,,,null,1000,4.5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.8993,199,null,2,55.56,4,null,null,18,5,null,null,6,7,19,null,null,null,null,-2,null,-3,null,null,105,-185.67,-27.43,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Caleta-Car Duje,DC,5,-4,,12,55.89,17.2,11,13,10,13,11,14,11,12,4.13,0,4.77,508.25,4,0,13,01.03,0,0.9,0,0,1,1,0,0.77,360,0,986,90,0,75.85,,986,6,1000,0,0,0,0,0,4,5.5,3,4,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,5,6,5,0,0,3.5,5,5,0,0,0,0,0.5,,null,null,null,1,4,0,null,0.9131,256,1,2,63.16,5,null,null,11,7,null,null,16,9,21,3,3,null,null,-3,null,-7,1,1,114.63,-204.75,-26.97,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Lovren Dejan,DC,6,-1,,9,40.37,25.05,8,10,8,9,8,9,8,11,3.75,3.75,5.26,503,2,2,19,01.06,01.06,0.82,0,0,1,1,1,1,180,180,1642,90,90,86.42,,1642,4,1000,4.5,3,0,0,0,0,0,0,0,0,0,0,5,4,5.5,4.5,6,0,6,5.5,5.5,5.5,5.5,5.5,6,5.5,6,6,4.5,6,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,0,1,0.8469,155,2,3,47.37,3,null,null,7,1,2,2,4,5,23,1,1,1,null,-1,null,-1,null,1,117,-257.5,-41.2,4.50,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Sarr Mamadou,DC,1,0,,1,1.87,1.31,1,2,1,1,1,2,2,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,,,null,1000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Laaziri Achraf,DL,1,0,,1,1.68,0.75,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Chaib Yacine,DL,1,0,,1,1.5,0.93,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Tolisso Corentin,MD,12,-1,,17,76.07,17.94,15,19,18,20,15,19,14,18,5.38,5.21,5.77,516.75,8,7,28,0.64,0.49,0.81,1,1,2,0.75,0.71,0.86,547,457,2051,68.38,65.29,73.25,547,1026,5,12,5.5,5,5,4.5,6,5,5.5,0,6.5,5,6.5,7,6.5,0,5.5,5.5,7,7.5,4.5,7,5.5,5,0,6,6.5,6,6,6,5,5.5,0,5,0,0,0,0,0,0,1,1,null,null,null,1,15,12,3,0.8086,492,4,11,55.38,6,null,null,17,24,7,3,8,8,89,14,14,9,null,-5,null,-8,null,8,182.94,-139.06,-13.81,5.50,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Akouokou Paul,MD,8,-1,,12,12.34,2.62,11,13,,,12,13,11,13,5.33,5,5.27,487.33,3,1,13,0.58,0,0.7,0,0,0,1,1,0.38,173,45,526,57.67,45,40.46,,,null,1000,5,0,0,5,6,0,0,0,0,0,0,5,4.5,0,7,6,0,0,5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,5,0,5.5,0,0,0.5,,null,null,null,null,2,0,null,0.8563,133,4,5,72.73,1,null,null,6,11,null,null,5,2,18,null,null,1,null,-2,null,-2,null,2,131,-73.17,-2.27,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
Maitland-Niles Ainsley,MO,9,-1,,11,31.03,5.23,10,11,10,14,10,11,10,11,5,5,4.74,471,5,1,23,0.71,0,0.92,0,0,0,0.6,1,0.57,266,45,1422,53.2,45,61.83,,,null,1000,5,0,0,5,0,4,6,5,0,0,0,4,3,3.5,4.5,0,3.5,4,5,6.5,0,5,4.5,6,5,0,0,5,0,4.5,5.5,5,3.5,6,0,0,0,0,0.5,,null,null,null,null,3,1,2,0.7755,177,4,3,55.56,1,null,null,9,9,3,3,6,7,31,1,1,1,null,-4,null,-8,null,2,101.2,-90,-5.56,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
El Arouch Mohamed,MO,1,-2,,4,12.52,3.74,3,4,4,4,3,5,3,4,5,0,5,487,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,,,null,1000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,1,3,null,null,50,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,-3.5,0.6,0,OL,OM,dim. 29/10 20:45,22.47191011235955,0.47225,0.47509,0.48737,
